1.581732084236846247e-01,3.012304044729440800e-01,-9.362675177602152177e-01
-2.268431191806807579e-01,3.679563103912011357e-01,9.150538688628652162e-01
4.872728128222012511e-01,-8.872174487761780304e-02,9.118908885497637451e-01
-8.241493429211493860e-01,1.067561970478766026e-01,-5.620998634200408128e-01
-4.830422317380875935e-02,1.988148163642617650e-01,-2.110222514246307413e-01
8.004988313377758846e-01,-3.980629305446922034e-02,6.108261245729340594e-01
-1.979257040481021968e-01,-2.368545865841311382e-01,-8.840423878732666108e-01
7.466390956951005631e-01,4.497740066437237449e-01,5.256805492023639559e-01
-3.187391799647460583e-02,3.381775351452109279e-01,-9.772579609733827999e-01
3.382675473833832713e-01,-1.604826740918122996e-01,-9.932727017873562714e-01
3.724791487977878734e-01,-8.301056698168493009e-01,5.111163773998114168e-01
-1.590610668039201259e-01,-9.596876730386192378e-01,-2.852172360115716732e-01
2.152942726588420175e-01,-5.048495192060626913e-01,8.288150196447494622e-01
4.083319604579018769e-01,-5.594104066370797490e-01,-6.989011568767230509e-01
-9.181321574557104181e-01,3.629133520610938191e-01,2.064976433644181153e-01
-8.096806409525011405e-01,-1.382359950515584524e-01,-5.624854517430134537e-01
-7.368032402648264090e-02,9.159240214495277810e-01,3.817606613464711307e-01
-2.381077592007496968e-01,-3.275382574221323284e-01,8.850879106422708809e-01
9.324310484258922782e-02,9.223590794409441962e-01,3.353978763452304390e-01
-3.530902775922992176e-01,-1.600264239889638562e-02,8.668968294630348126e-01
1.510194752687316899e-01,9.552596345762681684e-01,-5.770819117911387547e-02
5.591644486061372182e-02,9.408449673936601920e-01,2.733317485406671077e-01
-8.067133605462921686e-01,4.679021481063306287e-01,3.248437622381339374e-01
-6.183311175367051798e-02,1.370210598026109783e-01,8.064448544248194184e-02
3.962673477285288404e-01,-9.006328855620231444e-01,-4.443792813457934227e-02
8.908160497101926811e-01,-2.451084563225855162e-01,-3.229238182707814264e-01
-2.714623704684475669e-01,-6.242283648658496498e-01,-7.771592251178085498e-01
-2.616282319234954912e-01,-4.834722648090850616e-01,-8.569237243751639532e-01
2.923894738740146493e-01,-2.441339825068777891e-02,9.237500594026012424e-01
-6.021117921257114203e-01,-1.828976139877445672e-01,-7.336784412226114993e-01
-5.418871193962209176e-01,4.372068373711819889e-01,6.217895608780951155e-01
2.501369984797243151e-01,9.251073167927348351e-01,-9.787828278395435677e-02
-6.313007463766834304e-01,6.147722849487290420e-01,-4.860869178439057858e-01
4.451923931689453218e-01,-4.840909967968511779e-02,-8.736996152035121366e-01
-1.857427092862518614e-01,-1.999711461391227851e-01,1.009382818477273069e+00
-3.162502477334023787e-01,3.206383243797677474e-01,9.097095274444165769e-01
1.931111628918681655e-01,-7.408142726074684603e-01,5.471384988732578281e-01
1.712610159085131978e-01,-9.965096816144990433e-01,1.385334327154030265e-01
8.174640634934663419e-01,-2.876283544645640844e-01,5.257547531836030963e-01
6.150077843689853996e-01,2.025230374551605095e-01,8.276962882631750951e-01
8.968897783114462285e-01,4.209510418421325562e-01,-1.084437456031774050e-01
1.020596721832558007e+00,-2.251072669427297002e-01,7.362696726092668453e-02
-7.945561375242858881e-01,3.560446281050406725e-01,4.033180485894855005e-01
-7.408387264364035829e-01,-2.006409508056517521e-01,-5.633314573962550087e-01
-6.281470715796222404e-01,-2.342580416650127950e-02,7.617681640196177772e-01
5.847913718476406286e-01,2.629206714821015131e-02,-8.808341835755733040e-01
-2.862003205684961471e-01,-5.895791355921014415e-02,1.502447737812840078e-01
9.233779443167111634e-01,-1.112795357645244426e-01,-4.325892487233254369e-01
-6.485945963192569774e-01,-7.039996068366463078e-01,-3.362802234915597266e-01
-1.535289949872198079e-01,7.858978397930572735e-01,5.801543322772033662e-01
-4.612394600439342351e-01,-8.308163613184786911e-01,2.577742924552292036e-01
-8.401388815904228813e-02,-2.652632282930598162e-01,-9.076887370329408400e-01
-5.388621469324061941e-01,4.640250510848508148e-01,-6.207013591161182342e-01
3.500712011449027411e-02,1.649206596720245721e-01,9.385080696982749382e-01
-3.771296435211279885e-01,4.183281780566435182e-01,8.834251158367446566e-01
3.114482704744951924e-01,-9.437106130448685848e-01,3.508505721900331831e-01
-5.965195404219060527e-02,-1.776045837333839195e-01,-5.998485931967055540e-02
9.818740656514365339e-01,8.860593935845614832e-02,2.785693913265185340e-01
-4.736727075144877563e-01,-2.804803183143905754e-01,8.606521921152248122e-01
-4.964734437206569373e-01,6.388411477074829037e-02,8.460982941532108059e-01
1.050859764829976534e-01,-2.307778881502461354e-01,-9.657944434122003319e-01
-7.388011700531441628e-01,4.054348038167835955e-01,3.506874395803197264e-01
2.333548443039516057e-03,3.347372421594717040e-01,9.121511417526092513e-01
9.069987275574254992e-01,3.964936470351641540e-01,-2.090386999517261646e-02
-3.450333062567026432e-01,-3.684858615295237283e-01,-8.676146554912304021e-01
9.934461045098033072e-01,-5.602483945400618670e-02,3.182272039952001030e-01
-8.361252122753402016e-01,2.490459151097241253e-01,3.524547708946210722e-01
3.963047111960729119e-01,-2.700659621265350530e-01,8.839728805795550315e-01
1.069637940673208998e-01,6.530441071004348952e-02,9.566591735146671160e-01
4.759828644787107987e-01,-1.851966594045061643e-01,-7.845360554897495842e-01
6.263203517045032864e-01,-4.892116188116988895e-01,-5.657043078491846844e-01
-6.855506558418720253e-01,6.050060067040672340e-01,-1.413737611869019251e-01
5.500541144383982450e-01,3.653790761037031265e-01,7.748496583099975243e-01
-9.209429020946555688e-01,8.245660094618161018e-02,-4.383705650055009229e-01
3.796971561466386813e-01,-9.185688948349898242e-01,-1.438578708032646203e-01
-8.149029999565674531e-01,-2.497125992368688097e-01,-5.117899930738742942e-01
8.845366677055284121e-01,3.704321706374370526e-01,3.036073101507398286e-01
-6.898744211986352140e-03,-3.479256178496824559e-01,-9.265798915874456920e-01
-1.516044698324458262e-01,-9.259749778728142422e-01,3.998327607462136002e-01
-4.651084793622580760e-01,-8.631415546151833817e-01,-1.621804604101780012e-01
6.067313719108279324e-01,6.705649855927232617e-01,3.609779419862150784e-01
1.415778672145331929e-01,-9.422312298914380380e-01,2.003769911606207432e-01
4.295192623196238402e-01,-4.937846444840244264e-01,7.616976531374524129e-01
-6.313670954481165332e-02,8.798730470436475493e-01,3.170736026171122046e-01
-1.303350130540570639e-01,6.957319994076450742e-01,-6.897181913115792984e-01
6.380655587627866998e-01,-6.856210207498131259e-01,-3.548213905737059304e-01
8.224794413317480790e-02,1.424391857046732324e-01,-8.912277190874113089e-03
3.242784509910703328e-01,-7.493527290762640458e-01,5.244429171635204279e-01
4.411131406604206773e-01,-7.543895527372844745e-01,-4.753676156514605733e-01
-4.051129597870281596e-01,7.684181112888088805e-01,4.801676465548964101e-01
1.432188431062176616e-02,-7.653236522811613929e-01,6.321129005660292011e-01
2.733873079277117646e-01,9.810309694013220616e-01,7.857356308150810487e-02
7.887776761353080257e-01,4.387779309092919022e-01,-1.313784085838614890e-01
-9.256506384516626218e-01,-1.046284219493962553e-01,4.027621287638564751e-01
-4.398972566036460363e-01,-5.778425873171795235e-01,6.398197052345679925e-01
5.725502162391056249e-01,-2.779719090976162654e-01,7.573318106255979565e-01
8.833360221488814057e-01,-3.557992609342500723e-01,-1.324176839132514549e-01
1.958092527030607932e-01,-8.166059347887398845e-01,4.936113558062948381e-01
-1.018403276310163585e+00,-2.106816850360563043e-01,-3.529535379314956145e-02
6.649762570317128141e-01,-7.296690641861176552e-01,-3.097575809953868886e-02
-8.904539788873719885e-01,2.823403098890032645e-02,5.736596989845293981e-01
-9.281561978994599948e-02,3.513537529703645301e-01,-9.366837006771187024e-01
7.115926589070089570e-01,6.030583751678549875e-01,3.489321503540873115e-01
1.060485596467431874e-01,5.567182295545077819e-01,-8.015146750685662180e-01
-7.699930794942851930e-01,-6.218494519436196244e-02,-6.625577349835565233e-01
3.459488702237891178e-01,-7.159198007856580892e-01,-6.652139062209544429e-01
3.912206714040857847e-01,8.530748144949148459e-01,-3.327148027941316255e-01
-6.285770394363546787e-01,6.024447308572512538e-01,-5.257651922349479978e-01
-6.116928549916555991e-01,7.494192722373554938e-01,3.022463638157015797e-01
2.072989259018483132e-01,-1.097181105411238478e-01,9.419784153052459530e-01
4.861856780985007731e-01,-8.333656880315685189e-01,-1.111389162578768214e-01
4.070906725974999807e-01,-9.044596288526621786e-01,2.943846910578553078e-01
-2.947992971355343217e-01,8.522115386366510004e-01,3.327842675734581923e-01
3.504344615333166990e-01,1.420247162383756756e-01,8.652497899948679017e-01
-7.101281530855866331e-01,-4.701266834119259830e-01,6.224860471661965988e-01
4.821145857373529409e-01,6.271710004302795127e-01,6.444942146901700974e-01
1.856480636267997253e-01,5.696514540613439870e-02,-1.452068637765367987e-01
-1.506117370413132817e-01,-4.257831933495743737e-01,8.544687731305433687e-01
8.002340623649965012e-01,-5.689271612461535010e-01,-3.169259899145758230e-01
4.792870061744331639e-02,2.480425902738427335e-01,2.098308492586910615e-02
4.314225516421568152e-01,4.925202735685844657e-01,-8.195159774214519910e-01
-1.022411647232024379e+00,4.944555509005826160e-02,2.288412273176824718e-01
-6.128962936105992743e-01,-6.139608261835622915e-01,-5.654029083206022488e-01
7.001397909551617671e-01,-7.469815340832562933e-01,5.458869366527538403e-02
-6.551068872757894734e-01,-7.225810486880107630e-01,1.788670965355885212e-01
2.633043443678968407e-02,-2.765690375221118713e-01,-1.335476772029807746e-01
1.549172887398660992e-01,3.050316103362702980e-01,9.311081319961752589e-01
-6.991775784328613241e-02,9.509153845486183476e-01,2.916889111472596441e-01
-7.833670035636163265e-01,-3.075557549788698330e-01,5.420223999519820923e-01
5.008254915023465648e-01,8.865925908899258134e-01,1.367668923464359365e-01
-8.864004717441132941e-01,1.965903888001821476e-01,3.973375602238338744e-01
-2.788471281023029991e-01,-5.774051270631513910e-01,7.165862641388794918e-01
-1.408897627844633016e-01,8.852155800119402285e-01,-4.680489455833445889e-01
-7.735823844535932858e-02,-2.014111320908262837e-01,-9.889974525828392204e-01
5.327929172602663410e-01,-8.230582632409646493e-01,7.728033251699925610e-02
4.791146570268445259e-02,7.286326846095931842e-01,-5.828548545226909239e-01
-8.247703490404507676e-01,3.736797074566046151e-01,-5.070487584868076381e-01
-9.327625744531586882e-01,-3.282516528269098233e-01,1.305653772685508585e-01
-6.227913500987297679e-01,1.567133371439669298e-01,-7.828837255944269824e-01
-5.419183462580562383e-01,2.967226965643273706e-01,-7.963567593456843952e-01
1.225280928771256272e-01,-9.207443781840778385e-01,2.621533776123183279e-01
